,name,online_order,rate,votes,location,rest_type,approx_cost
24584,The Pipe Rack,No,3.9,35,Kalyan Nagar,Casual Dining,700
24585,Natural Ice Cream,No,4.3,259,Kalyan Nagar,Dessert Parlor,200
24586,Lakeview Milkbar,No,0.0,0,Kalyan Nagar,"Dessert Parlor, Cafe",500
24587,Polar Bear,Yes,3.8,221,Kalyan Nagar,Dessert Parlor,400
24588,Eunoia,No,3.9,19,Kalyan Nagar,"Cafe, Bakery",450
24589,IceBreakers,No,3.9,14,Kalyan Nagar,Dessert Parlor,500
24590,Kanti Sweets,Yes,3.4,4,Kalyan Nagar,"Sweet Shop, Quick Bites",400
24591,Cream Stone,Yes,4.2,432,Kalyan Nagar,Dessert Parlor,500
24592,Roll Over,Yes,4.1,174,Kalyan Nagar,Dessert Parlor,500
24593,The Original Bistro,No,4.1,71,Kalyan Nagar,Casual Dining,600
24594,Fragrant Kitchen,No,3.8,110,Kalyan Nagar,"Casual Dining, Cafe",700
24595,Keventers,Yes,3.7,34,Kalyan Nagar,"Beverage Shop, Dessert Parlor",400
24596,Warm Oven,Yes,3.8,24,Kalyan Nagar,"Bakery, Dessert Parlor",500
24597,Sweet Truth,Yes,3.9,35,Kalyan Nagar,Delivery,500
24598,The French Corner,No,3.4,10,Kalyan Nagar,"Bakery, Dessert Parlor",400
24599,Thran Bakery,No,3.6,8,Kalyan Nagar,Bakery,600
24600,Ibaco,Yes,3.9,90,Kalyan Nagar,Dessert Parlor,300
24601,Krispy Kreme,No,3.9,87,Kalyan Nagar,Dessert Parlor,300
24602,Bombay Chowpaty Kulfi,No,3.7,40,Kalyan Nagar,Dessert Parlor,250
24603,The Chocolate Heaven - Cakes,Yes,3.9,64,Kalyan Nagar,"Dessert Parlor, Bakery",600
24604,Cake House - Story Cafe,No,3.9,78,Kalyan Nagar,Quick Bites,650
24605,Cupcake Bliss,Yes,0.0,0,Kalyan Nagar,"Takeaway, Delivery",200
24606,7th Heaven,No,0.0,0,Kalyan Nagar,"Bakery, Dessert Parlor",400
24607,KC Das - Elite Sweets,No,3.2,29,Kalyan Nagar,"Sweet Shop, Quick Bites",200
24608,A Baker's Confession,No,0.0,0,Kalyan Nagar,Bakery,400
24609,Lune Cakes,No,0.0,0,Kalyan Nagar,Dessert Parlor,400
24610,Chocolate Philosophy,No,0.0,0,Kalyan Nagar,Dessert Parlor,500
24611,Cake Dilim,No,0.0,0,Kalyan Nagar,Bakery,400
24612,"Cakes, Crumbs & Magic",No,3.3,4,Kalyan Nagar,Bakery,300
24613,The Twenty Handmade Chocolates,No,0.0,0,Kalyan Nagar,Bakery,200
24614,OvenTreats - Patisserie.Bistro,No,4.0,81,Kalyan Nagar,Casual Dining,1000
24615,Baskin Robbins,No,3.6,27,Kalyan Nagar,Dessert Parlor,250
24616,Smooth,No,0.0,0,Kalyan Nagar,Dessert Parlor,200
24617,Firki Cafe,No,0.0,0,Kalyan Nagar,Casual Dining,850
24618,Sweet Chariot,No,2.8,60,Kalyan Nagar,Dessert Parlor,500
24619,Just Bake,Yes,3.0,38,Kalyan Nagar,Bakery,400
24620,The French Loaf,Yes,3.0,17,Kalyan Nagar,"Bakery, Quick Bites",300
24621,Dream Scoopers,No,3.4,16,Kalyan Nagar,Dessert Parlor,200
24622,Amma's Pastries,No,3.9,130,HBR Layout,Bakery,400
24623,Based On A True Story- Bistro,Yes,4.3,496,Kammanahalli,"Cafe, Quick Bites",800
24624,Sweet Moments Express,Yes,3.7,18,Kammanahalli,"Sweet Shop, Quick Bites",200
24625,Karachi Bakery,Yes,0.0,0,HBR Layout,Bakery,500
24626,Nandhana Mithai,No,0.0,0,Kammanahalli,Sweet Shop,500
24627,Gold Line Breadz,No,3.7,53,Kammanahalli,"Bakery, Quick Bites",350
24628,Anand Sweets and Savouries,Yes,4.0,99,Kammanahalli,Quick Bites,400
24629,Gelato Italiano,Yes,3.2,4,Kammanahalli,"Dessert Parlor, Bakery",200
24630,Creamyum,No,4.0,95,HBR Layout,Delivery,300
24631,Sreeraj Lassi Bar,Yes,4.0,120,Kammanahalli,"Dessert Parlor, Beverage Shop",150
24632,Shree Mahalakshmi Sweets,Yes,0.0,0,Kammanahalli,Sweet Shop,100
24633,Ganesh Bakery,No,0.0,0,Kammanahalli,Bakery,500
24634,Sri Krishna Sweets,No,0.0,0,Kammanahalli,Quick Bites,250
24635,Kiko,Yes,3.4,10,Kammanahalli,"Takeaway, Delivery",500
24636,JIS Cafe,No,0.0,0,Kammanahalli,"Takeaway, Delivery",400
24637,Dezzertz,No,0.0,0,HBR Layout,Bakery,200
24638,Purple Cafe,No,0.0,0,Kammanahalli,"Bakery, Quick Bites",300
24639,Sweenack Sweets,No,0.0,0,Kammanahalli,Sweet Shop,400
24640,Sprinkled,No,3.8,17,Kammanahalli,"Takeaway, Delivery",500
24641,Bake N Joy,No,3.0,6,Kammanahalli,Dessert Parlor,500
24642,Sri Venkateshwara Sweets Chats Juice Centre,No,3.4,5,HBR Layout,Beverage Shop,100
24643,Cafe Coffee Day,No,3.1,10,Kammanahalli,Cafe,900
24644,Creme Bliss,Yes,3.9,42,HBR Layout,Bakery,350
24645,eat.fit,Yes,4.4,287,Nagawara,Delivery,500
24646,Avista Cafe Pizzeria,Yes,4.0,506,Hennur,Cafe,650
24647,The Bridge Walk Cafe,Yes,3.7,44,Kengeri,Cafe,500
24648,American Desserts,Yes,3.6,23,Banaswadi,"Takeaway, Delivery",500
24649,INDULGE by InnerChef,Yes,3.1,27,Hennur,Bakery,400
24650,Momma's Pastries Fine Bakery And Cafe,Yes,3.4,10,Banaswadi,Bakery,500
24651,Thanco's Natural Ice Cream,Yes,3.8,109,Banaswadi,Dessert Parlor,450
24652,Jai Mataji Farshan & Sweets,Yes,3.8,48,Banaswadi,"Sweet Shop, Quick Bites",150
24653,VT Bakes,No,0.0,0,Banaswadi,Bakery,200
24654,Spice Corner,Yes,3.0,16,Nagawara,Casual Dining,800
24655,Havmor,Yes,3.1,27,Banaswadi,"Takeaway, Delivery",200
24656,Sri Krishna Sweets,No,0.0,0,Banaswadi,Sweet Shop,150
24657,Talk of the Town,Yes,0.0,0,Banaswadi,Bakery,250
24658,Pretty Baked,No,0.0,0,Hennur,"Takeaway, Delivery",300
24659,Cafe Bakery Morning Calm Glory,No,0.0,0,Hennur,"Cafe, Bakery",900
24660,A Little For Love,No,3.4,12,Hennur,Bakery,350
24661,Arun Icecreams,No,3.1,6,Banaswadi,Dessert Parlor,150
24662,Lava Kaffe,No,3.0,9,Banaswadi,Cafe,350
24663,CAD (M) CAD (B),No,3.2,6,Banaswadi,Kiosk,200
24664,Cream House Ice Creams,No,0.0,0,Banaswadi,Dessert Parlor,200
24665,Flayvours4u,No,3.2,27,Hennur,"Dessert Parlor, Beverage Shop",150
24666,The Lovin' Oven Cakery,No,3.0,11,Banaswadi,Bakery,500
24667,Casa De Goa,Yes,4.2,341,Kalyan Nagar,"Casual Dining, Pub",1400
24668,Float Brewery,No,4.3,416,Kalyan Nagar,"Microbrewery, Casual Dining",1800
24669,Cafe Azzure,Yes,4.2,559,Kalyan Nagar,Cafe,1200
24670,AB's - Absolute Barbecues,No,4.6,1502,Kalyan Nagar,Casual Dining,1400
24671,Sigree Global Grill,No,4.4,1099,Kalyan Nagar,"Casual Dining, Bar",1400
24672,Brewklyn Microbrewery,Yes,4.4,2329,Kalyan Nagar,"Microbrewery, Casual Dining",1400
24673,Barbeque Nation,No,4.2,1132,Kalyan Nagar,Casual Dining,1600
24674,Truffles,No,4.0,1181,Kalyan Nagar,"Cafe, Casual Dining",900
24675,Mainland China,Yes,4.0,1013,Kalyan Nagar,Casual Dining,1100
24676,Kapoor's Cafe,No,4.1,470,Kalyan Nagar,Casual Dining,800
24677,Imperio Restaurant,Yes,4.0,1228,Kalyan Nagar,Casual Dining,800
24678,Zamindar,Yes,4.4,347,Kalyan Nagar,Casual Dining,600
24679,Chulha Chauki Da Dhaba,Yes,4.1,1208,Kalyan Nagar,Casual Dining,800
24680,Hoppipola,Yes,4.4,816,Kalyan Nagar,Lounge,1200
24681,BYLI - Bet You Love It!,No,4.2,1989,Kalyan Nagar,Casual Dining,800
24682,Ginger Greens,No,3.9,300,Kalyan Nagar,Casual Dining,750
24683,Maraheb Restaurant,Yes,4.2,219,Kalyan Nagar,Casual Dining,1000
24684,Cafe Pink Pajamas,Yes,4.1,577,Kalyan Nagar,Cafe,700
24685,Teburu,Yes,4.4,203,Kalyan Nagar,Casual Dining,800
24686,The Local,Yes,4.2,1196,Kalyan Nagar,"Pub, Casual Dining",1400
24687,Sherlock's Pub,Yes,3.8,360,Kalyan Nagar,"Pub, Casual Dining",1300
24688,Wanderers,No,4.0,662,Kalyan Nagar,"Microbrewery, Casual Dining",1500
24689,Keto Kitchen,Yes,3.8,140,Kalyan Nagar,Casual Dining,700
24690,7 Plates,Yes,3.6,519,Kalyan Nagar,Casual Dining,600
24691,Spice Kitchen,Yes,3.9,321,Kalyan Nagar,Casual Dining,750
24692,The Coorg Food Co.,Yes,4.3,473,Kalyan Nagar,Casual Dining,750
24693,Little Italy,Yes,4.2,405,Kalyan Nagar,Casual Dining,1500
24694,Thran,No,4.2,308,Kalyan Nagar,Casual Dining,1300
24695,Beijing Bites,Yes,0.0,0,Kalyan Nagar,Casual Dining,850
24696,Manasa Fishland,Yes,4.1,201,Kalyan Nagar,Casual Dining,650
24697,Aioli,No,4.2,783,Kalyan Nagar,Casual Dining,1400
24698,Chung Wah,Yes,4.0,702,Kalyan Nagar,Casual Dining,800
24699,Bottoms Up Resto Bar,Yes,3.9,248,Kalyan Nagar,Bar,1200
24700,Marakachi,Yes,3.7,83,Kalyan Nagar,Casual Dining,600
24701,Vera Italiano,Yes,4.1,198,Kalyan Nagar,Casual Dining,600
24702,The Chef's Kitchen,Yes,3.8,311,Kalyan Nagar,Casual Dining,800
24703,Hungry Vihaari,Yes,3.9,36,Kalyan Nagar,Casual Dining,800
24704,China Pearl,Yes,4.1,155,Kalyan Nagar,Casual Dining,1100
24705,Purnabramha Maharashtrian Restaurant,Yes,3.6,24,Kalyan Nagar,Casual Dining,850
24706,The Pipe Rack,No,3.9,35,Kalyan Nagar,Casual Dining,700
24707,Artville Cafe,No,3.8,92,Kalyan Nagar,Cafe,700
24708,Wokanaka - The Casual Chinese Pitstop,Yes,4.1,223,Kalyan Nagar,Casual Dining,500
24709,Olive Garden,Yes,3.7,214,Kalyan Nagar,Casual Dining,700
24710,Fiddler's Green,No,3.9,74,Kalyan Nagar,"Casual Dining, Bar",1200
24711,Countryside - The Taste of Chettinad,Yes,3.9,293,Kalyan Nagar,Casual Dining,900
24712,Eunoia,No,3.9,19,Kalyan Nagar,"Cafe, Bakery",450
24713,The Grill House,Yes,4.0,178,Kalyan Nagar,Casual Dining,1000
24714,Agent Jack's Bar,No,4.0,377,Kalyan Nagar,Bar,1300
24715,Chung's Chinese Corner,Yes,2.8,234,Kalyan Nagar,Casual Dining,700
24716,An Egg Story,No,4.0,241,Kalyan Nagar,Cafe,600
24717,RawStraw,Yes,4.1,172,Kalyan Nagar,Cafe,700
24718,Delicacy,Yes,4.1,448,Kalyan Nagar,Casual Dining,500
24719,Khyma Biryani,Yes,3.9,240,Kalyan Nagar,Casual Dining,600
24720,4 Seasons Restaurant,Yes,3.7,399,Kalyan Nagar,Casual Dining,1000
24721,Donne Biriyani Mane,Yes,3.7,220,Kalyan Nagar,Quick Bites,400
24722,2 Statez,Yes,3.7,209,Kalyan Nagar,Casual Dining,600
24723,A2B - Adyar Ananda Bhavan,Yes,3.6,244,Kalyan Nagar,Casual Dining,400
24724,Hi Seoul,Yes,4.1,200,Kalyan Nagar,Casual Dining,800
24725,Swagatham Rayalaseema Ruchulu,Yes,3.3,24,Kalyan Nagar,Casual Dining,600
24726,Chichaba's Taj,Yes,3.8,289,Kalyan Nagar,Casual Dining,600
24727,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,4.1,274,Kalyan Nagar,Cafe,900
24728,The Original Bistro,No,4.1,71,Kalyan Nagar,Casual Dining,600
24729,Fragrant Kitchen,No,3.8,110,Kalyan Nagar,"Casual Dining, Cafe",700
24730,Delicious Momos,No,3.9,48,Kalyan Nagar,Kiosk,200
24731,Aroma Spice,Yes,3.7,83,Kalyan Nagar,Casual Dining,800
24732,My China,No,3.0,14,Kalyan Nagar,Casual Dining,600
24733,Food Magic Restaurant,Yes,3.8,88,Kalyan Nagar,Quick Bites,400
24734,Cuppa Joy,Yes,0.0,0,Kalyan Nagar,Cafe,500
24735,Brew Bakes Cafe,Yes,3.7,46,Kalyan Nagar,Cafe,500
24736,Mani's Dum Biryani,Yes,3.0,119,Kalyan Nagar,Casual Dining,750
24737,Alter Ego D'Deli,Yes,3.8,140,Kalyan Nagar,Cafe,650
24738,Hotel Little Imperial,Yes,3.7,91,Kalyan Nagar,Casual Dining,500
24739,Kabsa House,No,3.6,24,Kalyan Nagar,Casual Dining,500
24740,Cafe Coffee Day,Yes,3.6,56,Kalyan Nagar,Cafe,650
24741,Shahi Hyderabadi Dum Biryani,Yes,3.1,150,Kalyan Nagar,Casual Dining,500
24742,Hongkong Noodles,Yes,3.8,80,Kalyan Nagar,Casual Dining,750
24743,The Urban Roof,Yes,3.9,77,Kalyan Nagar,Casual Dining,800
24744,New Kadai,Yes,3.4,23,Kalyan Nagar,Casual Dining,550
24745,Rasa Cafe,Yes,3.4,6,Kalyan Nagar,Cafe,600
24746,Tang of Jamaica,No,3.4,28,Kalyan Nagar,Casual Dining,900
24747,Alibaba Cafe and Restaurant,No,2.9,56,Kalyan Nagar,Casual Dining,700
24748,De3 - The Eatery,No,3.1,13,North Bangalore,Food Truck,250
24749,Cafe 7,Yes,0.0,0,Kalyan Nagar,Quick Bites,100
24750,Kings Court,Yes,3.1,12,Kalyan Nagar,Casual Dining,800
24751,Paradox Rest-O-Cafe,Yes,3.7,124,Kalyan Nagar,Casual Dining,600
24752,Ali Bhai- Rolls and Kebabs,Yes,0.0,0,Kalyan Nagar,0,150
24753,Oregano Pizzeria,No,0.0,0,Kalyan Nagar,Quick Bites,300
24754,Al Karim,No,3.7,90,Kalyan Nagar,Casual Dining,600
24755,Irie,No,3.2,1,Kalyan Nagar,Casual Dining,800
24756,The Flavours,No,3.2,7,Kalyan Nagar,Casual Dining,500
24757,Chai Kada,No,3.6,10,Kalyan Nagar,"Beverage Shop, Quick Bites",100
24758,OvenTreats - Patisserie.Bistro,No,4.0,81,Kalyan Nagar,Casual Dining,1000
24759,JamayCafe,No,2.8,16,Kalyan Nagar,Cafe,600
24760,Specialist Restaurant,No,3.1,9,Kalyan Nagar,Quick Bites,400
24761,Chaai Resto,Yes,3.9,97,Kalyan Nagar,Cafe,350
24762,Ammi's Biryani,Yes,2.7,171,Kalyan Nagar,Casual Dining,500
24763,Sugar N Spice,No,2.7,16,Kalyan Nagar,Quick Bites,400
24764,Pizza Hut,Yes,2.7,434,Kalyan Nagar,Casual Dining,750
24765,The Chocolate Heaven,Yes,4.1,399,Kalyan Nagar,"Dessert Parlor, Cafe",700
24766,Mavalli Tiffin Room (MTR),No,4.1,203,Kalyan Nagar,Quick Bites,250
24767,The Feast Fries,Yes,0.0,0,Kalyan Nagar,Quick Bites,200
24768,K.G.N Kabbab Corner,No,4.0,83,Kalyan Nagar,Quick Bites,500
24769,Kesar Sweet Shop And Fast Food,No,3.9,47,Kalyan Nagar,Quick Bites,500
24770,Paratha Singh,Yes,4.0,297,Kalyan Nagar,Quick Bites,350
24771,Kanthari,Yes,3.9,93,Kalyan Nagar,Quick Bites,400
24772,Al Madina Roll House,Yes,3.6,16,Kalyan Nagar,Quick Bites,150
24773,Domino's Pizza,Yes,3.4,378,Kalyan Nagar,Quick Bites,400
24774,Dhadoom,Yes,3.8,22,Kalyan Nagar,Quick Bites,400
24775,Chaat Street,Yes,4.1,498,Kalyan Nagar,Quick Bites,250
24776,Matru Sagar,Yes,4.1,327,Kalyan Nagar,Quick Bites,300
24777,Lakeview Milkbar,No,0.0,0,Kalyan Nagar,"Dessert Parlor, Cafe",500
24778,Leon Grill,Yes,4.2,386,Kalyan Nagar,Quick Bites,500
24779,Oye Hoye,Yes,3.8,69,Kalyan Nagar,Quick Bites,300
24780,Subway,Yes,4.0,209,Kalyan Nagar,Quick Bites,600
24781,American Bites,Yes,2.4,48,Kalyan Nagar,Quick Bites,450
24782,Srinidhi Veg Food Court,Yes,3.9,96,Kalyan Nagar,Quick Bites,300
24783,Five Star Chicken,No,3.3,14,Kalyan Nagar,"Quick Bites, Kiosk",300
24784,Cafe Nukkad,Yes,4.0,89,Kalyan Nagar,Quick Bites,200
24785,Eagles Pizza,Yes,3.8,22,Kalyan Nagar,Quick Bites,650
24786,Vietnamese Kitchen,No,3.1,6,Kalyan Nagar,Quick Bites,150
24787,Indie Fusion Multi Cuisine Restaurant,No,3.3,4,Kalyan Nagar,Quick Bites,400
24788,SGS Nonveg- Gundu Palav,No,3.6,24,Kalyan Nagar,Quick Bites,400
24789,The French Corner,No,3.4,10,Kalyan Nagar,"Bakery, Dessert Parlor",400
24790,Yi Moi Chinese Fast Food,No,0.0,0,Kalyan Nagar,Quick Bites,100
24791,Chikpet Donne Biriyani Corner,Yes,3.7,7,Kalyan Nagar,Quick Bites,300
24792,Twilight Global Restaurant,Yes,3.0,22,Kalyan Nagar,Quick Bites,600
24793,S L V Food Joint,Yes,3.4,14,Kalyan Nagar,Quick Bites,250
24794,Balle Balle Dhaba,Yes,3.6,195,Kalyan Nagar,Quick Bites,500
24795,Cake House - Story Cafe,No,3.9,78,Kalyan Nagar,Quick Bites,650
24796,Venky's Xprs,No,3.7,35,Kalyan Nagar,"Quick Bites, Meat Shop",350
24797,Cafe 99 Kerala Mess,Yes,3.7,52,Kalyan Nagar,Quick Bites,350
24798,Cafe P Square,Yes,3.8,26,Kalyan Nagar,Quick Bites,250
24799,New Udupi Upahara,No,3.6,84,Kalyan Nagar,Quick Bites,200
24800,BS Kolkatta Chats,No,0.0,0,Kalyan Nagar,Quick Bites,100
24801,Jwala Indian & Chinese Fast Food,No,0.0,0,Kalyan Nagar,Quick Bites,200
24802,AL Afreen's Biryani Paradise,No,0.0,0,Kalyan Nagar,Quick Bites,200
24803,Taste Of Andhra,No,0.0,0,Kalyan Nagar,Quick Bites,300
24804,Halli Mane Hotel,No,0.0,0,Kalyan Nagar,Quick Bites,300
24805,Chetty's Coffee,No,3.0,87,Kalyan Nagar,Quick Bites,150
24806,Spice Room,Yes,0.0,0,Kalyan Nagar,Quick Bites,400
24807,Ambur Hot Dum Biriyani,No,0.0,0,Kalyan Nagar,Quick Bites,120
24808,Bhuvaneshwari Mess,No,0.0,0,Kalyan Nagar,Quick Bites,250
24809,Curries & Chillies,Yes,3.1,13,Kalyan Nagar,Quick Bites,400
24810,Bismilla Kabab & Biryani Centre,No,3.2,4,Kalyan Nagar,Quick Bites,300
24811,Sri Krishna Bhavan,No,3.0,14,Kalyan Nagar,Quick Bites,250
24812,New Udupi Grand,No,0.0,0,Kalyan Nagar,Quick Bites,300
24813,Paper Cup Cafe,No,3.0,11,Kalyan Nagar,Quick Bites,400
24814,Parantha Singh,No,3.7,31,Kalyan Nagar,Quick Bites,300
24815,Crunchees Cafeteria,No,3.4,11,Kalyan Nagar,Quick Bites,400
24816,Sri Banasankri Donne Biriyani,No,3.4,6,Kalyan Nagar,Quick Bites,400
24817,Juba Cafe,No,3.4,13,Kalyan Nagar,Quick Bites,100
24818,Al Madhina Roll House,No,3.4,6,Kalyan Nagar,Quick Bites,350
24819,Lakshmi Bhavan Vegetarian,No,0.0,0,Kalyan Nagar,Quick Bites,100
24820,Cafe Qissa,No,3.3,5,Kalyan Nagar,Quick Bites,100
24821,Yamiez Chinese,No,0.0,0,Kalyan Nagar,Quick Bites,200
24822,Ruchi Food Plaza,No,0.0,0,Kalyan Nagar,Quick Bites,150
24823,Hotel Dharshan,No,0.0,0,Kalyan Nagar,Quick Bites,150
24824,Meat Up Barbecue & More,No,3.7,17,Kalyan Nagar,Quick Bites,400
24825,Samosa Singh,No,0.0,0,Kalyan Nagar,Quick Bites,250
24826,Goli Vada Pav No. 1,Yes,3.7,91,Kalyan Nagar,Quick Bites,200
24827,Chaitra Restaurant,Yes,3.7,35,Kalyan Nagar,Quick Bites,700
24828,Paranthas and Dosas,No,3.7,300,Kalyan Nagar,Quick Bites,400
24829,Chickpet Donne Biriyani Mane,Yes,3.0,16,Kalyan Nagar,Quick Bites,350
24830,Nine2twelve,No,0.0,0,Kalyan Nagar,Quick Bites,300
24831,New Taj Biryani Centre,No,0.0,0,Kalyan Nagar,Quick Bites,300
24832,SS Bucket Biryani,No,4.0,161,Kammanahalli,Casual Dining,600
24833,Nandhana Palace,No,4.1,737,Kammanahalli,"Casual Dining, Bar",800
24834,Mamaji's,Yes,0.0,0,HBR Layout,Casual Dining,600
24835,Onesta,Yes,4.4,2589,Kammanahalli,"Casual Dining, Cafe",600
24836,Connie's Restaurant & Steakhouse,Yes,4.3,1437,Kammanahalli,Casual Dining,1500
24837,Raidan Restaurant,No,3.9,247,Kammanahalli,Casual Dining,450
24838,Giselle Resto Cafe,Yes,4.1,840,Kammanahalli,Cafe,800
24839,OKI,Yes,4.0,418,Kammanahalli,Casual Dining,1200
24840,FireHouse - Bar & Kitchen,Yes,3.9,751,HBR Layout,Pub,1500
24841,Angaar Indian Grill & Restaurant,No,3.9,121,HBR Layout,Casual Dining,600
24842,Mahadii's,Yes,3.9,219,Kammanahalli,Casual Dining,600
24843,Arirang Korean Restaurant,No,4.0,237,Kammanahalli,Casual Dining,1400
24844,Thalassery Restaurant,Yes,3.9,420,Kammanahalli,Casual Dining,800
24845,Coffee Mechanics,Yes,4.3,191,HBR Layout,Cafe,700
24846,Sangam Mess,No,4.2,216,Kammanahalli,Mess,300
24847,Delicious Momos,No,4.1,109,Kammanahalli,Casual Dining,450
24848,Abhiruchi,No,3.8,164,Kammanahalli,Casual Dining,650
24849,The Mangalorean,Yes,4.1,229,Kammanahalli,Casual Dining,550
24850,Kannur Restaurant,No,3.7,50,Kammanahalli,Quick Bites,400
24851,Vanas,Yes,4.0,72,Kammanahalli,Casual Dining,400
24852,Aqni,Yes,3.9,358,HBR Layout,Casual Dining,650
24853,Savoury Restaurant,Yes,3.7,370,Kammanahalli,Casual Dining,800
24854,Churrascaria Brazil,No,4.1,111,Kammanahalli,Casual Dining,1400
24855,New Peking,Yes,4.1,383,Kammanahalli,Casual Dining,700
24856,Empire Restaurant,Yes,4.0,3128,Kammanahalli,Casual Dining,750
24857,Al-Badia Restaurant,No,4.2,89,Kammanahalli,Casual Dining,700
24858,Zyara,Yes,3.9,191,HBR Layout,Casual Dining,650
24859,Hyderabad Biryaani Palace,Yes,3.7,301,Kammanahalli,Casual Dining,750
24860,Yuan Restaurant,Yes,3.8,202,HBR Layout,Casual Dining,600
24861,Cafe Thulp,Yes,4.0,722,Kammanahalli,Cafe,1000
24862,Yomama!!,Yes,3.6,104,Kammanahalli,Cafe,800
24863,Samovar,Yes,3.9,190,Kammanahalli,Casual Dining,600
24864,Regency Park,Yes,3.6,147,Kammanahalli,Casual Dining,700
24865,Have More,No,3.9,198,Kammanahalli,Casual Dining,700
24866,Twins,No,3.8,139,Kammanahalli,"Casual Dining, Bar",500
24867,Food Star,No,3.2,16,Kammanahalli,Casual Dining,500
24868,Raanthal,No,0.0,0,HBR Layout,Casual Dining,400
24869,Moghul's Restaurant,Yes,3.0,49,HBR Layout,Casual Dining,700
24870,Rahhams,Yes,3.0,312,Kammanahalli,Casual Dining,700
24871,Sumac Resto Cafe,No,0.0,0,Kammanahalli,Cafe,400
24872,New Krishna Sagar,Yes,4.0,51,HBR Layout,Casual Dining,400
24873,Al Amal Cafe,No,4.0,74,Kammanahalli,"Cafe, Quick Bites",300
24874,Asia In A Box,Yes,3.0,16,Kammanahalli,Casual Dining,550
24875,Paaramparya Restaurant,Yes,3.6,20,Kammanahalli,Casual Dining,600
24876,Shandong Express,No,0.0,0,Kammanahalli,Quick Bites,300
24877,18+ Ice Cafe,No,3.0,24,Kammanahalli,Cafe,550
24878,Bhajanka's Restaurant,Yes,3.6,21,Kammanahalli,Casual Dining,700
24879,Wild Range Restaurant,Yes,3.8,44,Kammanahalli,Casual Dining,600
24880,Lemlei Cafe,No,0.0,0,Kammanahalli,Cafe,400
24881,Cluxi,No,3.6,15,Kammanahalli,Quick Bites,300
24882,Maddy's Cafe,Yes,3.8,36,Kammanahalli,Cafe,500
24883,New Hilal Restaurant,No,0.0,0,Kammanahalli,Casual Dining,550
24884,Sree Gajanana Juice Centre,No,0.0,0,Kammanahalli,Beverage Shop,100
24885,Al-Arabi Restaurant,No,0.0,0,Kammanahalli,Casual Dining,500
24886,Balaji Biriyani Corner,No,0.0,0,HBR Layout,Quick Bites,350
24887,Zu's Doner Kebaps,Yes,3.6,22,Kammanahalli,0,350
24888,SHAIK's DYNASTY,No,3.2,6,Kammanahalli,Casual Dining,450
24889,Kenriy The Restro,No,3.3,6,Kammanahalli,Casual Dining,800
24890,Hayaat,No,3.4,7,Kammanahalli,Casual Dining,600
24891,Bite and Pipes,No,3.0,13,Kammanahalli,Casual Dining,500
24892,Panda Boy,Yes,3.9,115,Kammanahalli,Casual Dining,550
24893,H3O,No,3.1,12,Kammanahalli,Bar,1000
24894,Ocean's Delight,No,3.4,13,Kammanahalli,Casual Dining,700
24895,Sukh Sagar,Yes,2.7,182,Kammanahalli,Casual Dining,450
24896,White Oak Cafe,No,2.6,26,Kammanahalli,Cafe,600
24897,Davis Bar And Restaurant,No,3.0,31,Kammanahalli,Bar,700
24898,Al Amanah Cafe,Yes,4.4,1418,Kammanahalli,Quick Bites,300
24899,Kaapikada,No,0.0,0,Kammanahalli,Quick Bites,250
24900,Big Chicken,Yes,3.9,110,Kammanahalli,Quick Bites,400
24901,Shanghai Times,Yes,3.0,9,HBR Layout,Quick Bites,500
24902,Huko Mukho Hangla,Yes,4.0,175,Kammanahalli,Quick Bites,400
24903,Burger King,Yes,3.9,718,Kammanahalli,Quick Bites,600
24904,Home Food,Yes,3.4,13,Kammanahalli,Quick Bites,300
24905,Chickpet Donne Biryani House,Yes,3.8,185,Kammanahalli,Quick Bites,250
24906,Brindavan Veg,Yes,3.7,20,HBR Layout,Quick Bites,350
24907,Mangalore Lunch Home,Yes,3.1,33,HBR Layout,Quick Bites,300
24908,Food Box,Yes,3.6,22,Kammanahalli,Quick Bites,350
24909,Sidra Eatery,Yes,3.9,28,Kammanahalli,Quick Bites,400
24910,Just Shawarma,Yes,3.7,118,Kammanahalli,Quick Bites,300
24911,Eatapita,Yes,4.0,129,Kammanahalli,Quick Bites,600
24912,KFC,Yes,3.1,616,Kammanahalli,Quick Bites,450
24913,Fish Chain,Yes,3.0,12,Kammanahalli,Quick Bites,300
24914,Momoz,Yes,3.9,186,Kammanahalli,Quick Bites,500
24915,Navarang Fast Food,Yes,3.6,114,Kammanahalli,Quick Bites,300
24916,Gold Line Breadz,No,3.7,53,Kammanahalli,"Bakery, Quick Bites",350
24917,Zabi,Yes,3.8,173,HBR Layout,Quick Bites,300
24918,Upahara Mandira,Yes,3.9,24,HBR Layout,Quick Bites,300
24919,Amma's Biryani & Rice,Yes,0.0,0,Kammanahalli,Quick Bites,300
24920,Anu Momos Chinese Kitchen,Yes,3.7,118,Kammanahalli,Quick Bites,450
24921,Bisi Thindi,Yes,0.0,0,Kammanahalli,Quick Bites,150
24922,Chaithra Restaurant,No,0.0,0,Kammanahalli,Quick Bites,450
24923,Faasos,Yes,3.8,140,Kammanahalli,Quick Bites,500
24924,Jingo BBQ & Burgers,Yes,3.9,41,Kammanahalli,Quick Bites,550
